col_zero,col_one,col_two,col_three,col_four
vdx_ent_oral_medicine,Tinnitus,Onset Findings,Present at birth,
vdx_ent_oral_medicine,Tinnitus,Onset Findings,None,
vdx_ent_oral_medicine,Tinnitus,Appearance of the Patient,Patient appears well,
vdx_ent_oral_medicine,Tinnitus,Appearance of the Patient,Patient appears ill,
vdx_ent_oral_medicine,Tinnitus,Appearance of the Patient,Patient appears systemically ill - toxic,
vdx_ent_oral_medicine,Tinnitus,Appearance of the Patient,None,
vdx_ent_oral_medicine,Tinnitus,HEENT Symptoms / Signs,Deafness,
vdx_ent_oral_medicine,Tinnitus,HEENT Symptoms / Signs,Otalgia,
vdx_ent_oral_medicine,Tinnitus,HEENT Symptoms / Signs,Pulsatile tinnitus,
vdx_ent_oral_medicine,Tinnitus,HEENT Symptoms / Signs,Hyposmia,
vdx_ent_oral_medicine,Tinnitus,HEENT Symptoms / Signs,Corneal opacities,
vdx_ent_oral_medicine,Tinnitus,HEENT Symptoms / Signs,Ophthalmoplegia,
vdx_ent_oral_medicine,Tinnitus,HEENT Symptoms / Signs,Diplopia,
vdx_ent_oral_medicine,Tinnitus,HEENT Symptoms / Signs,Vision loss,
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Fever,
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Myalgia,
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Generalized weakness,
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Neck mass,
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Lymphadenopathy,
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Dyspnea,
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Anxiety,
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Depressed mood,
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Abdominal pain,
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Cardiovascular,Bruit
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Cardiovascular,Hypertension
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Cardiovascular,Hypotension
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Cardiovascular,Tachycardia
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Cardiovascular,Bradycardia
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Cardiovascular,Heart palpitations
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Neurologic,Headache
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Neurologic,Seizures
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Neurologic,Dizziness
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Neurologic,Mental status alteration
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Neurologic,Dysarthria
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Neurologic,Focal neurologic deficit
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Neurologic,Facial palsy
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Neurologic,Flaccid paralysis
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Neurologic,Acroparesthesias
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Skin,Single skin lesion
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Skin,Rash or multiple lesions
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Skin,Smooth papule
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Skin,Burning skin sensation
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Skin,Flushing
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Skin,Chronic hyperhidrosis
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Skin,Hypohidrosis
vdx_ent_oral_medicine,Tinnitus,Other Signs & Symptoms,Skin,Pruritus
vdx_ent_oral_medicine,Tinnitus,Investigation,Chemistry,Transaminases elevated
vdx_ent_oral_medicine,Tinnitus,Investigation,Chemistry,Hyperbilirubinemia
vdx_ent_oral_medicine,Tinnitus,Investigation,Chemistry,Hypercholesterolemia
vdx_ent_oral_medicine,Tinnitus,Investigation,Chemistry,Hyponatremia
vdx_ent_oral_medicine,Tinnitus,Investigation,Chemistry,Hypercalcemia
vdx_ent_oral_medicine,Tinnitus,Investigation,Chemistry,Hyperglycemia
vdx_ent_oral_medicine,Tinnitus,Investigation,Chemistry,Testosterone level decreased
vdx_ent_oral_medicine,Tinnitus,Investigation,Chemistry,Thyroid-stimulating hormone decreased
vdx_ent_oral_medicine,Tinnitus,Investigation,Chemistry,Vitamin B12 low
vdx_ent_oral_medicine,Tinnitus,Investigation,Chemistry,Lactic acidosis
vdx_ent_oral_medicine,Tinnitus,Investigation,Chemistry,C-reactive protein elevated
vdx_ent_oral_medicine,Tinnitus,Investigation,Anemia,
vdx_ent_oral_medicine,Tinnitus,Investigation,Hematuria,
vdx_ent_oral_medicine,Tinnitus,Investigation,Proteinuria,
vdx_ent_oral_medicine,Tinnitus,Investigation,CSF glucose low,
vdx_ent_oral_medicine,Tinnitus,Investigation,CSF protein elevated,
vdx_ent_oral_medicine,Tinnitus,Investigation,Pleocytosis in CSF,
vdx_ent_oral_medicine,Tinnitus,Risk Factors,External force trauma,
vdx_ent_oral_medicine,Tinnitus,Risk Factors,Recent fall,
vdx_ent_oral_medicine,Tinnitus,Risk Factors,Construction worker,
vdx_ent_oral_medicine,Tinnitus,Risk Factors,Military,
vdx_ent_oral_medicine,Tinnitus,Risk Factors,Pilot,
vdx_ent_oral_medicine,Tinnitus,Risk Factors,Heavy machinery operator,
